BusinessAddress,BusinessName,BusinessPhone,BusinessStartDate,BusinessType,BusinessLicenseNumber,City,OwnerName,State,StreetDirection,StreetName,StreetNumber,StreetSuffix,Suite,Zip,LocationX,LocationY,Latitude,Longitude,Location
3053 MERCEDES BLVD 1ST FLR,,504-265-2821,2023-01-01,Testing Laboratories,105065844,NEW ORLEANS,FASTEST LABS OF NOLA - WESTBAN,LA,,MERCEDES,3053,BLVD,,70114,3697891.04,520029.07,29.92339176267248,-90.01673053023664,POINT (-90.01673053023664 29.92339176267248)
3141 GENTILLY BLVD,LOGO EXPRESS,504-284-3381,2009-06-26,"Clothing Stores, Other",102744012,NEW ORLEANS,"KARMA KLOTHING, INC",LA,,GENTILLY,3141,BLVD,,70122-3872,3683745.62,547571.03,29.999562029300037,-90.06041642988303,POINT (-90.06041642988303 29.999562029300037)
615 CANAL ST,TAO SPA,(210) 843-8276,2019-01-01,"Personal Care Services, Other",105040317,NEW ORLEANS,DSC LLC,LA,,CANAL,615,ST,,70130-2307,3681424.88,530604.23,29.952979905930587,-90.068339446992,POINT (-90.068339446992 29.952979905930587)
3728 DOWNMAN RD,CHUCK'S AUTO REPAIR INC,504-241-2896,1987-01-02,"Automotive Repair & Maintenance, All Other",101293271,NEW ORLEANS,"VANEK JR, CHARLES       VANEK",LA,,DOWNMAN,3728,RD,,70126-5150,3696192.28,550802.06,30.008060097357443,-90.02098030188115,POINT (-90.02098030188115 30.008060097357443)
3131 ELYSIAN FIELDS AVE,COX MOBILE,,2023-01-01,Cellular & Other Wireless Telecommunications,105065250,NEW ORLEANS,COX WIRELESS,LA,,ELYSIAN FIELDS,3131,AVE,,70122-3606,3684499.85,544142.21,29.990110939353638,-90.05815433893831,POINT (-90.05815433893831 29.990110939353638)
627 LAMANCHE ST,,504-344-4884,2016-11-11,"Community Housing Services, Other",105019496,NEW ORLEANS,LOWERNINE.ORG,LA,,LAMANCHE,627,ST,,70117-2632,3697955.37,532019.71,29.956359825893003,-90.01609234933045,POINT (-90.01609234933045 29.956359825893003)
2229 BRIGHTON PL,PIERRE PRINCIPLE COMMUNICATION,504-267-2310,2005-05-15,Public Relations Agencies,102542347,HARVEY,PIERRE PRINCIPLE COMMUNILLC,LA,,BRIGHTON,2229,PL,,70058-1313,0.0,0.0,0,0,POINT (0 0)
4666 HAYDEL ST,DIGITECH SECURITY COMPANY,504-242-2868,2013-03-28,Security Systems Services(except Locksmiths),102937775,NEW ORLEANS,ROMELL E CUREAUX,LA,,HAYDEL,4666,ST,,70126-4010,3698995.11,554060.42,30.016930793307473,-90.01200665758286,POINT (-90.01200665758286 30.016930793307473)
1100 POYDRAS ST,,504-799-2244,2014-01-30,Offices of Lawyers,102986580,NEW ORLEANS,ZOLLINGER IMMIGRATION A LAW CO,LA,,POYDRAS,1100,ST,2900,70163-2900,529635.45,529635.45,29.6700086034914,-100.0046375793852,POINT (-100.0046375793852 29.6700086034914)
3233 DHEMECOURT ST,,504-505-1034,2023-01-01,Taxi Service,105063340,NEW ORLEANS,RICLER JOSIL,LA,,DHEMECOURT,3233,ST,,70119-7218,3672477.37,534873.9,29.964988653744285,-90.0964462764042,POINT (-90.0964462764042 29.964988653744285)
3805 PONTCHATRAIN DR  18,MGV,985-201-7341,2021-07-14,Special Events-Other (Vendor),105054205,SLIDELL,LISA PLEASANT,LA,,PONTCHATRAIN,3805,DR,,70458,0.0,0.0,0,0,POINT (0 0)
3204 TULANE AVE,K & T FOOD STORE,,1992-12-01,Convenience Stores,101626300,NEW ORLEANS,"K & T FOOD STORE, INC",LA,,TULANE,3204,AVE,,70119-7242,3672535.57,534579.27,29.9641767924098,-90.09627252886736,POINT (-90.09627252886736 29.9641767924098)
523 N ALEXANDER ST,NEW ORLEANS GUITAR COMPANY,504-482-9019,2003-07-01,Musical Instrument Manufacturing,102428455,NEW ORLEANS,"GUIDROZ,VINCENT J",LA,N,ALEXANDER,523,ST,,70119-4509,3670986.97,540552.66,29.980647482049644,-90.10096000713438,POINT (-90.10096000713438 29.980647482049644)
1530 GRAVIER ST,HEALTHCARE FOR THE HOMELESS-COMM RESOURCE,504-658-2515,2015-01-15,Voluntary Health Organizations,105001462,NEW ORLEANS,CITY OF NEW ORLEANS,LA,,GRAVIER,1530,ST,,70112-2104,3678180.25,531180.91,29.954663677322145,-90.07856462499457,POINT (-90.07856462499457 29.954663677322145)
832 BARONNE ST,ALAMO SERVICES,504-523-3372,2000-08-20,Security Guards & Patrol Services,102267061,NEW ORLEANS,ALAMO SERVICES LLC,LA,,BARONNE,832,ST,,70113,3679585.42,527948.99,29.94573459621992,-90.07423977974378,POINT (-90.07423977974378 29.94573459621992)
201 ST CHARLES AVE,,504-582-8000,1997-01-01,"Legal Services, All Other",102028074,NEW ORLEANS,JONES WALKER WAECHTER,LA,,ST CHARLES,201,AVE,,70170-1001,3680750.92,530236.74,29.951989873873465,-90.07048030401945,POINT (-90.07048030401945 29.951989873873465)
11012 N HARDY ST,DUCKWORTH CURB MASTER,504-858-5827,2012-10-01,Landscaping Services,102911946,NEW ORLEANS,"DUCKWORTH CURB MASTER, INC",LA,N,HARDY,11012,ST,,70127-2838,3713026.86,562288.2,30.039101552312847,-89.96736271996473,POINT (-89.96736271996473 30.039101552312847)
1200 N PETERS ST,DEVIN GUILLARD,225-405-9708,2015-02-18,Flea Market,105012146,NEW ORLEANS,"AR PUBLICATIONS,LLC",LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
1030 LESSEPS ST,504 HEALTH NET,504-206-6275,2016-02-29,"Social Advocacy Organizations, Other",105012441,NEW ORLEANS,"504HEALTHNET, INC.",LA,,LESSEPS,1030,ST,204,70117-4736,3692559.19,534828.11,29.964251410129634,-90.03303098600011,POINT (-90.03303098600011 29.964251410129634)
1135 DECATUR ST,SANTOS,504-914-0643,2017-01-09,Drinking Places(Alcoholic Beverages),105020838,NEW ORLEANS,1135 SAINT FQ,LA,,DECATUR,1135,ST,,70116-2605,3684203.84,533403.75,29.96059297843838,-90.05946645349111,POINT (-90.05946645349111 29.96059297843838)
1001 S BROAD ST,ATELIER VIE,504-813-4700,2012-07-16,"Beer, Wine & Liquor Stores",102900723,NEW ORLEANS,"ATELIER VIE, LLC",LA,S,BROAD,1001,ST,,70125-1423,3672665.87,531542.98,29.955824138853306,-90.09596459434353,POINT (-90.09596459434353 29.955824138853306)
4518 MAGAZINE ST,NOMIYA RAMEN,281-844-3788,2022-01-01,Full Service Restaurants(table service available),105062545,NEW ORLEANS,NOMIYA LLC,LA,,MAGAZINE,4518,ST,,70115-1543,3670494.58,518696.6,29.920565043929763,-90.10325625210099,POINT (-90.10325625210099 29.920565043929763)
8501 OAK ST,L J'S BODY SHOP,,1978-11-20,"Automotive Body, Paint & Interior Repair & Maintenance",101091384,NEW ORLEANS,"WERNER JR, LAWRENCE J",LA,,OAK,8501,ST,,70118-1255,3660898.81,529398.18,29.950270782235584,-90.13319199166091,POINT (-90.13319199166091 29.950270782235584)
4015 DOWNMAN RD,,504-915-4251,2021-01-01,Beauty Salons,105055154,NEW ORLEANS,HEAVEN AND EARTHLY REALMS,LA,,DOWNMAN,4015,RD,,70126-3706,3696235.31,552308.11,30.012199816649993,-90.02078985484907,POINT (-90.02078985484907 30.012199816649993)
320 EXCHANGE PL,,504-351-2980,2023-02-11,"Clothing Stores, Other",105064033,NEW ORLEANS,"JEAN LAFITTE TRADING COMPANY,",LA,,EXCHANGE,320,PL,,70130-2225,3681932.14,531324.94,29.954946206110094,-90.0667125886927,POINT (-90.0667125886927 29.954946206110094)
4801 GOOD DR,KIMMY'S KREATIONS,504-873-4133,2022-02-21,Special Events-Other (Vendor),105057886,NEW ORLEANS,KIMBERLY TOWNSEND,LA,,GOOD,4801,DR,,70127-3809,3714842.47,556973.0,30.024427239608183,-89.96182599168354,POINT (-89.96182599168354 30.024427239608183)
3921 SAINT CLAUDE AVE,NEW ORLEANS SHAOLIN-DO,205-213-6734,2020-01-01,Fitness & Recreational Sports Centers,105048506,NEW ORLEANS,SHAOLIN ARTS LLC,LA,,SAINT CLAUDE,3921,AVE,,70117-5453,3691703.91,535441.04,29.96596341192932,-90.0357099590945,POINT (-90.0357099590945 29.96596341192932)
3143 PONCE DE LEON ST,SWIRL,504-304-0635,2006-03-24,"Beer, Wine & Liquor Stores",102565762,NEW ORLEANS,"BEVO VINO, LLC",LA,,PONCE DE LEON,3143,ST,,70119-3052,3676261.27,540566.88,29.98052955075019,-90.08430096405597,POINT (-90.08430096405597 29.98052955075019)
622 PIRATES ALY,PIRATES ALLEY CAFE,504-488-2177,1996-02-09,Drinking Places(Alcoholic Beverages),101961826,NEW ORLEANS,BAR DU THEATRE INC,LA,,PIRATES,622,ALY,,70116-3233,3682736.75,532445.11,29.95800181157695,-90.06413275807023,POINT (-90.06413275807023 29.95800181157695)
931 CANAL ST,THE SAINT HOTEL,504-428-5189,2021-01-01,Hotels(except Casino Hotels) & Motels,105052840,NEW ORLEANS,"AIMBRIDGE HOSPITALITY , LLC.",LA,,CANAL,931,ST,,70112-2503,3680457.57,531370.48,29.955116162858847,-90.07136713864438,POINT (-90.07136713864438 29.955116162858847)
2140 MAGAZINE ST,P.J.'S COFFEE,(504) 234-0282,2017-08-17,Limited Service Restaurants(no table service available),105026360,NEW ORLEANS,WHERE'S THE WATERMELON LLC,LA,,MAGAZINE,2140,ST,,70130-5046,3678922.16,522082.97,29.929625001808578,-90.07653705556527,POINT (-90.07653705556527 29.929625001808578)
3360 RENAISSANCE CIR,,,2019-05-05,Special Events-Other (Vendor),105040388,ATLANTA,BILAL SUNNI-ALI,GA,,RENAISSANCE,3360,CIR,,30349-1043,0.0,0.0,0,0,POINT (0 0)
600 POLAND AVE,,,2018-12-12,Caterers,105037161,NEW ORLEANS,BACCHANAL,LA,,POLAND,600,AVE,,70117-4722,3692532.0,533213.52,29.959812702679642,-90.03317470356664,POINT (-90.03317470356664 29.959812702679642)
1345 SAINT BERNARD AVE,CHATEAU CHEVEUX SALON & SPA,504-858-4195,2013-07-23,Beauty Salons,102955315,NEW ORLEANS,SCOTT KEITH,LA,,SAINT BERNARD,1345,AVE,,70116-1414,3682765.14,536825.7,29.970046064881124,-90.06388986239668,POINT (-90.06388986239668 29.970046064881124)
601 GALLIER ST,ELIZABETH'S RESTAURANT,504-944-9272,2010-11-18,Full Service Restaurants(table service available),102810058,NEW ORLEANS,PECK RESTAURANT GROUP LLC,LA,,GALLIER,601,ST,,70117-6217,3690039.23,533810.11,29.96153065569506,-90.04102504087024,POINT (-90.04102504087024 29.96153065569506)
1100 POYDRAS ST,"KAY E DONNELLY & ASSOC,INC",504-299-8220,2002-01-13,"Support Services, All Other",102409124,NEW ORLEANS,KAY E DONNELLY & ASSOC  INC,LA,,POYDRAS,1100,ST,2025,70163-2001,3679174.89,529470.39,29.949930335248375,-90.07548322760307,POINT (-90.07548322760307 29.949930335248375)
5661 BULLARD AVE,,323-227-7287,2021-01-01,Blood & Organ Banks,105054689,NEW ORLEANS,"BIOMAT USA, INC",LA,,BULLARD,5661,AVE,,70128-3447,3717217.88,562232.22,30.038809588505817,-89.95412018104706,POINT (-89.95412018104706 30.038809588505817)
1250 POYDRAS ST,HYATT HOUSE NEW ORLEANS DOWNTOWN,504-648-3118,2015-06-17,Hotels(except Casino Hotels) & Motels,105005516,NEW ORLEANS,SELECT HOTELS GROUP LLC,LA,,POYDRAS,1250,ST,,70113,3678736.86,529752.63,29.950719615215558,-90.07685651958745,POINT (-90.07685651958745 29.950719615215558)
925 COMMON ST,FIERY CRAB SEAFOOD RESTAURANT & BAR,337-600-5241,2020-01-01,Full Service Restaurants(table service available),105045822,NEW ORLEANS,FIERY CRAB 925 INC,LA,,COMMON,925,ST,,70112,3680127.03,530963.03,29.954005818602848,-90.07242501843928,POINT (-90.07242501843928 29.954005818602848)
3200 SAINT CLAUDE AVE,WAGNERS,504-301-1548,2014-02-25,Supermarket & Other Grocery(except Convenience) Stores,102992091,NEW ORLEANS,"AWAMIRA, LLC",LA,,SAINT CLAUDE,3200,AVE,,70117-6659,3689589.33,535812.66,29.96705091298501,-90.04237449852246,POINT (-90.04237449852246 29.96705091298501)
1200 N PETERS ST,,504-319-0712,2007-11-28,Flea Market,102662482,NEW ORLEANS,LINDA M CONLEY,LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
2728-32 CONTI ST,RAINBOW AUTO REPAIR & SALES,504-344-7918,2004-08-01,Used Car Dealers,102499557,NEW ORLEANS,"ALRAHMA, LLC",LA,,CONTI,2728-32,ST,,70119,0.0,0.0,0,0,POINT (0 0)
181 GREENBRIER DR,BAILEY'S MANAGMENT,504-908-5379,2013-03-13,Nonresidential Property Managers,102934997,NEW ORLEANS,"BAILEY'S MANAGMENT, LLC",LA,,GREENBRIER,181,DR,,70128,3717480.94,565447.72,30.047642194387084,-89.95316644889107,POINT (-89.95316644889107 30.047642194387084)
5227 TCHOUPITOULAS ST,SERENITY NAIL SPA,504-895-2345,2010-04-22,Nail Salons,102781414,NEW ORLEANS,"SERENITY NAIL SPA, INC.",LA,,TCHOUPITOULAS,5227,ST,,70115-1863,3667713.38,517239.84,29.91664121474256,-90.11208424686309,POINT (-90.11208424686309 29.91664121474256)
6905 CHEF MENTEUR HWY,DEPAUL COMMUNITY HEALTH CENTER,504-212-9558,2017-02-02,"Offices of Health Practitioners, All Other Miscellaneous",105021686,NEW ORLEANS,MARILLAC COMMUNITY HEALTH CENT,LA,,CHEF MENTEUR,6905,HWY,,70126-5215,3700375.01,553549.86,30.015483122134437,-90.00766543817628,POINT (-90.00766543817628 30.015483122134437)
1634 EUTERPE ST,,504-816-0525,2018-04-02,Taxi Service,105031408,NEW ORLEANS,TARIQ M CHAUDHRY,LA,,EUTERPE,1634,ST,,70130-4434,3678594.22,525161.49,29.938099806676345,-90.0774657885717,POINT (-90.0774657885717 29.938099806676345)
3908 MAGAZINE ST,JULIE NEILL DESIGNS,504-899-4201,2000-02-01,"Home Furnishing Stores, All Other",102236050,NEW ORLEANS,JULIE NEILL DESIGNSLLC,LA,,MAGAZINE,3908,ST,,70115-2641,3673036.23,518948.9,29.921183518757594,-90.09522482471739,POINT (-90.09522482471739 29.921183518757594)
412 GIROD ST,VYOONE'S,504-858-3885,2016-07-06,Full Service Restaurants(table service available),105016051,NEW ORLEANS,PROFESSIONAL NETWORK CONSULTIN,LA,,GIROD,412,ST,,70130-3626,3681620.68,528215.33,29.94640529077855,-90.06780450718462,POINT (-90.06780450718462 29.94640529077855)
2644 LOUISIANA AVE,JABOT BEAUTY SALON,504-388-5388,2020-01-01,Beauty Salons,105048970,NEW ORLEANS,JABOT BEAUTY SALON AND BARBERS,LA,,LOUISIANA,2644,AVE,,70115-6027,3672602.09,525092.9,29.93809043130482,-90.09638585489715,POINT (-90.09638585489715 29.93809043130482)
115 REMINGTON CIR,,,2023-04-30,Special Events-Other (Vendor),105065096,HAVRE DE GRACE,BARBARA BAYNE,MD,,REMINGTON,115,CIR,,21078-4233,0.0,0.0,0,0,POINT (0 0)
518 CHARTRES ST,UAL,601-582-5141,2006-02-16,Women's Clothing Stores,102561597,NEW ORLEANS,COHEN BILL MELODY,LA,,CHARTRES,518,ST,,70130-2110,3682508.22,531771.07,29.956155389440656,-90.06487795280354,POINT (-90.06487795280354 29.956155389440656)
601 LOYOLA AVE,FEDEX OFFICE & PRINT SERVICES,504-524-6048,2012-05-24,"Business Service Centers(including Copy Shops), Other",102894537,NEW ORLEANS,"FEDEX OFFICE & PRINT SERVICES,",LA,,LOYOLA,601,AVE,,70113-3100,3678884.57,529323.93,29.949536379251228,-90.07640497534175,POINT (-90.07640497534175 29.949536379251228)
1200 N PETERS ST,MR. HYDE'S CUSTOM LEATHER,901 219 2079,2018-03-20,Flea Market,105031080,NEW ORLEANS,WILLIAM MCELROY,LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
602 FRENCHMEN ST,FRENCHMEN DELI,504-847-0623,1998-06-01,Limited Service Restaurants(no table service available),102118502,NEW ORLEANS,FRENCHMEN DELI INC,LA,,FRENCHMEN,602,ST,,70116-2002,3684702.21,534530.3,29.96367535903372,-90.05785310371829,POINT (-90.05785310371829 29.96367535903372)
701 POYDRAS ST,MARSH USA,201-284-4430,2007-09-07,Insurance Agencies & Brokerages,102650603,NEW ORLEANS,MARSH USA LLC,LA,,POYDRAS,701,ST,4125,70139-7702,3680545.57,529515.4,29.950012653103204,-90.0711537913868,POINT (-90.0711537913868 29.950012653103204)
1006 ROYAL ST,HOTEL ROYAL,504-524-3900,2013-07-29,Hotels(except Casino Hotels) & Motels,102956028,NEW ORLEANS,FRENCH QUARTER HOTEL COLLECTIO,LA,,ROYAL,1006,ST,,70116-2704,3683285.84,533377.97,29.960550122525735,-90.06236621436854,POINT (-90.06236621436854 29.960550122525735)
1124 BARONNE ST,CIRCLE AUTO ELECTRIC,504-522-5419,1996-09-30,"Automotive Mechanical & Electrical Repair & Maintenance, Other",101992560,NEW ORLEANS,BURVANT MARK D,LA,,BARONNE,1124,ST,,70113-1202,3679070.7,526957.59,29.94302411812274,-90.07589927153487,POINT (-90.07589927153487 29.94302411812274)
1634 EUTERPE ST,WILFRED A FOURCADE #405,,1999-01-01,Taxi Service,102169646,NEW ORLEANS,FOURCADE WILFRED A,LA,,EUTERPE,1634,ST,,70130-4434,3678594.22,525161.49,29.938099806676345,-90.0774657885717,POINT (-90.0774657885717 29.938099806676345)
701 DECATUR ST,TA/ARTS,504-756-3087,2021-01-01,Artist-Painting on Streets,105053058,NEW ORLEANS,THOMAS ADAMS,LA,,DECATUR,701,ST,,70116-0000,3683203.66,532198.88,29.95731053424882,-90.06266701146087,POINT (-90.06266701146087 29.95731053424882)
1200 N PETERS ST,,504-488-3961,2001-08-25,Flea Market,102324889,NEW ORLEANS,LAMINE SENE,LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
343 CARONDELET ST,SIR SPEEDY,504-586-9812,2003-07-01,"Business Service Centers(including Copy Shops), Other",102439716,NEW ORLEANS,BWC INVESTMENTS LLC,LA,,CARONDELET,343,ST,,70130-3143,3680378.67,529854.01,29.950948770833865,-90.07166900013098,POINT (-90.07166900013098 29.950948770833865)
2471 DAUPHINE ST,CREOLE INN RUE DAUPHINE,504-377-4578,2009-03-17,Bed & Breakfast Inns,102728611,NEW ORLEANS,XIU YAN ZHNO & BINER CENG,LA,,DAUPHINE,2471,ST,,70117-7848,3686469.99,535375.45,29.96594500260171,-90.0522408066303,POINT (-90.0522408066303 29.96594500260171)
1634 EUTERPE ST,,347-400-2737,2022-01-01,Taxi Service,105059634,NEW ORLEANS,GAURANG DUBEY,LA,,EUTERPE,1634,ST,,70130-4434,3678594.22,525161.49,29.938099806676345,-90.0774657885717,POINT (-90.0774657885717 29.938099806676345)
4801 WARREN DR,BIJOUX DE DELONE,504-296-3570,2013-09-16,Special Events-Other (Vendor),102963237,NEW ORLEANS,BIJOUX DE DELONE LLC,LA,,WARREN,4801,DR,,70127-3754,3713506.89,556505.94,30.023186897437565,-89.96606375184523,POINT (-89.96606375184523 30.023186897437565)
5415 MAGAZINE ST,DIRTY COAST,,2007-08-17,Family Clothing Stores,102648510,NEW ORLEANS,DIRTY COAST LLC,LA,,MAGAZINE,5415,ST,,70115-3149,3666629.3,518823.24,29.9210267944665,-90.11545294079943,POINT (-90.11545294079943 29.9210267944665)
820 POYDRAS ST,DRURY INN & SUITES - NEW ORLEANS,,2008-12-02,Drinking Places(Alcoholic Beverages),102712781,NEW ORLEANS,DSW INNS LLC,LA,,POYDRAS,820,ST,,70112-1016,3680155.4,529418.42,29.94975780253911,-90.07238910941693,POINT (-90.07238910941693 29.94975780253911)
355 N LAFLIN ST,,,2019-07-07,Special Events-Other (Vendor),105041900,CHICAGO,FOUND OBJECTS LLC,IL,N,LAFLIN,355,ST,404,60607-1029,0.0,0.0,0,0,POINT (0 0)
3708 MAGAZINE ST,ART & EYES,915-902-9305,2012-02-13,Art Dealers,102876113,NEW ORLEANS,STARR HAGENBRING,LA,,MAGAZINE,3708,ST,,70115-2637,3673573.92,519053.77,29.92145589148921,-90.09352399225217,POINT (-90.09352399225217 29.92145589148921)
614 BOURBON ST,COURT TAVERN,504-581-5804,2004-06-14,Full Service Restaurants(table service available),102486196,NEW ORLEANS,"JOS FEIN CATERERS, INC",LA,,BOURBON,614,ST,,70130-2108,3682139.99,532462.38,29.958067460143223,-90.06601655374841,POINT (-90.06601655374841 29.958067460143223)
2728 CONTI ST,GLIMO,504-503-8948,2020-01-01,Limousine Service,105046498,NEW ORLEANS,PALAS SARDAR,LA,,CONTI,2728,ST,,70119-5514,3675780.28,536188.72,29.96850551496591,-90.08597067302424,POINT (-90.08597067302424 29.96850551496591)
712 PELICAN AVE,,504-210-5011,2016-01-26,Bed & Breakfast Inns,105011275,NEW ORLEANS,CASA PELICAN LLC,LA,,PELICAN,712,AVE,,70114-1142,3687685.6,530813.53,29.953363874051625,-90.04856348717729,POINT (-90.04856348717729 29.953363874051625)
3021 FRANKLIN AVE,,403-671-5938,2022-05-28,Lessors of Miniwarehouses & Self Storage Units,105060246,NEW ORLEANS,MINI MALL STORAGE,LA,,FRANKLIN,3021,AVE,,70122-5838,3687531.84,544086.33,29.98986416150287,-90.0485790878128,POINT (-90.0485790878128 29.98986416150287)
7401 READ BLVD,WALGREENS #04982,847-527-4678,2008-04-07,Pharmacies & Drug Stores,102683901,NEW ORLEANS,"WALGREEN LOUISIANA CO., INC",LA,,READ,7401,BLVD,,70127-1709,3709079.46,563995.22,30.043923975237508,-89.97977379560496,POINT (-89.97977379560496 30.043923975237508)
1123 DECATUR ST,"GUASTELLA AMUSEMENT CO, INC",504-288-0290,1995-02-24,Video Draw Poker Devices,101781488,NEW ORLEANS,"GUASTELLA, ROSARIO J",LA,,DECATUR,1123,ST,,70116-2605,3684142.55,533322.31,29.96037091981155,-90.05966285344769,POINT (-90.05966285344769 29.96037091981155)
115 ROOSEVELT WAY,HOLLYWOOD HEALTH SPA,(858) 348-7772,2015-09-01,Fitness & Recreational Sports Centers,105007621,NEW ORLEANS,HONG LIU,LA,,ROOSEVELT,115,WAY,,70112-2501,3680146.78,531211.42,29.95468820966006,-90.07235402474431,POINT (-90.07235402474431 29.95468820966006)
1667 TCHOUPITOULAS ST,H&W DRUG STORE 3,(501) 301-2363,2019-01-01,Pharmacies & Drug Stores,105039598,NEW ORLEANS,"H&W DRUG STORE 3,LLC",LA,,TCHOUPITOULAS,1667,ST,B,70130-1852,3681877.74,522029.39,29.929388205299443,-90.0672086934994,POINT (-90.0672086934994 29.929388205299443)
2633 NAPOLEON AVE,TULANE DOCTORS-NAPOLEON SPECIALTY CARE-NAPOLEON,504-862-8698,2022-01-01,Offices of Physicians(except Mental Health Specialists),105062093,NEW ORLEANS,"ADMIN OF  TULANE ED FUND,",LA,,NAPOLEON,2633,AVE,500,70115-7422,3670569.11,524642.98,29.936913485170834,-90.10281942489098,POINT (-90.10281942489098 29.936913485170834)
1200 N PETERS ST,AWA THIOUBOU,504-486-3592,2006-12-01,Flea Market,101780210,NEW ORLEANS,"THIOUBOU, AWA",LA,N,PETERS,1200,ST,,70116-2631,3684590.01,533137.39,29.959848769517027,-90.05825636718689,POINT (-90.05825636718689 29.959848769517027)
940 ELYSIAN FIELDS AVE,,,2008-02-15,Video Draw Poker Devices,102674898,NEW ORLEANS,LUCKY COIN MACHINE CO,LA,,ELYSIAN FIELDS,940,AVE,,70117-8536,3684958.32,535868.12,29.967346059945626,-90.05699727736457,POINT (-90.05699727736457 29.967346059945626)
1933 PAUGER ST,JOHNSON CONSTRUCTION,504-812-8837,2012-09-19,"Special Trade Contractors, All Other",102910320,NEW ORLEANS,JOHNSON STEPHEN H,LA,,PAUGER,1933,ST,,70116-1531,3683856.25,536849.61,29.97007852588493,-90.06044319356602,POINT (-90.06044319356602 29.97007852588493)
3615 DHEMECOURT ST,DBC CATERING,504-274-1814,2020-01-01,Caterers,105048427,NEW ORLEANS,"DICKIE BRENNAN & CO CATERING,L",LA,,DHEMECOURT,3615,ST,,70119-7024,3671325.33,535795.26,29.967556229144204,-90.10005304216726,POINT (-90.10005304216726 29.967556229144204)
4108 ODIN ST,,504-258-6145,2022-01-01,Electrical Contractors,105063254,NEW ORLEANS,JACOB MILL’S ELECTRIC,LA,,ODIN,4108,ST,,70126-2251,3689028.71,553716.42,30.01629716404121,-90.04350848564494,POINT (-90.04350848564494 30.01629716404121)
1403 SAINT CHARLES AVE,MIYAKO SEAFOOD & STEAKHOUSE,504-410-9997,2006-08-15,Full Service Restaurants(table service available),102593341,NEW ORLEANS,"JAPAN FOOD SERVICES, INC",LA,,SAINT CHARLES,1403,AVE,,70130-4443,3679277.47,525763.27,29.939733893700097,-90.07528784801154,POINT (-90.07528784801154 29.939733893700097)
